Id,OppPerceel,OppBG,Opp1e,Opp2e,OppKelder,OppGarage,OppOprit,OppTerras,OppBaksteen,Slaapkamers,OpenHaard,Bouwjaar,Verbouwjaar,VerkoopJaar,VerkoopMaand,Kwaliteit,Conditie,VerkoopOmst,VerkoopPrijs
548,7244,768,768,0,768,624,54,104,0,2,0,1970,1970,2007,4,5,7,Normaal,129500
549,8235,825,825,0,825,720,49,140,0,2,0,1955,1995,2008,6,5,7,Normaal,125000
550,9375,2094,912,1182,912,615,75,182,0,4,1,2003,2004,2009,11,7,5,Normaal,263000
551,4043,1069,1069,0,1069,440,53,0,0,2,0,1977,1977,2008,10,6,6,Abnormaal,140000
552,6000,928,928,0,928,288,50,0,0,3,0,1957,1957,2008,6,5,6,Normaal,112500
553,11146,1717,1717,0,1709,908,87,169,250,3,1,2006,2006,2009,7,8,5,Normaal,255500
554,8777,1126,1126,0,0,520,67,0,0,2,0,1949,2003,2009,5,4,5,Normaal,108000
555,10625,2046,1006,1040,998,871,85,320,292,3,1,2003,2004,2008,8,7,5,Normaal,284000
556,6380,1048,1048,0,993,280,58,0,0,2,1,1922,1950,2006,8,5,6,Normaal,113000
557,14850,1092,1092,0,1092,299,69,268,0,2,1,1957,1957,2006,5,5,5,Normaal,141000
558,11040,1336,897,439,637,570,60,0,0,3,0,1920,1950,2006,9,4,6,Normaal,108000
559,21872,1446,729,717,729,406,57,264,0,3,1,1996,1997,2008,8,7,5,Normaal,175000
560,3196,1557,1557,0,1374,420,NA,143,18,2,1,2003,2004,2006,10,7,5,Normaal,234000
561,11341,1392,1392,0,1392,528,NA,0,180,3,1,1957,1996,2010,5,5,6,Normaal,121500
562,10010,1389,1389,0,1389,418,77,240,0,2,1,1974,1975,2006,4,5,5,Normaal,170000
563,13907,996,996,0,996,0,63,144,0,3,1,1940,1969,2008,7,5,6,Normaal,108000
564,21780,1674,1163,511,1163,396,66,72,0,4,1,1918,1950,2008,7,6,7,Normaal,185000
565,13346,2295,1166,1129,1095,590,NA,0,0,4,1,1992,2000,2006,7,7,5,Normaal,268000
566,6858,1647,841,806,806,216,66,0,0,4,0,1915,1950,2010,5,6,4,Normaal,128000
567,11198,2504,1134,1370,1122,656,77,144,245,4,1,2005,2007,2008,6,9,5,Normaal,325000
568,10171,1535,1535,0,1517,532,70,0,168,3,0,2004,2004,2010,3,7,5,Normaal,214000
569,12327,2132,1496,636,1496,612,79,349,0,1,1,1983,2009,2009,9,8,8,Normaal,316600
570,7032,943,943,0,943,600,NA,42,0,2,2,1979,1979,2006,12,5,5,Normaal,135960
571,13101,1728,1728,0,1728,576,74,0,108,6,0,1965,1965,2008,11,5,5,Normaal,142600
572,7332,864,864,0,864,288,60,168,207,2,0,1959,1959,2006,10,6,6,Abnormaal,120000
573,13159,1692,846,846,846,650,83,208,0,3,0,2009,2009,2009,7,7,5,NietAf,224500
574,9967,1430,774,656,384,400,76,100,0,3,1,2000,2000,2007,12,7,5,Normaal,170000
575,10500,1109,576,533,372,288,70,35,82,3,0,1971,2005,2007,12,5,7,Normaal,139000
576,8480,1216,832,384,832,336,80,158,0,2,0,1947,1950,2008,10,5,5,Abnormaal,118500
577,6292,1477,877,600,861,216,52,0,0,3,1,1928,1950,2009,8,7,7,Normaal,145000
578,11777,1320,1320,0,1164,564,96,160,97,3,2,1966,1966,2006,5,5,6,Abnormaal,164500
579,3604,1392,703,689,689,540,34,0,0,2,0,2007,2007,2008,2,7,5,Abnormaal,146000
580,12150,1795,1050,745,1050,352,81,0,335,4,0,1954,1954,2008,11,5,5,Normaal,131500
581,14585,1429,1429,0,1144,572,NA,216,85,3,2,1960,1987,2007,6,6,6,Normaal,181900
582,12704,2042,2042,0,2042,1390,98,0,306,3,1,2008,2009,2009,8,8,5,NietAf,253293
583,11841,816,816,0,816,0,81,0,104,3,0,1990,1990,2007,5,6,5,Normaal,118500
584,13500,2775,1521,1254,1237,880,75,105,0,3,1,1893,2000,2008,7,10,9,Normaal,325000
585,6120,1573,989,584,884,240,51,0,0,3,0,1935,1995,2009,7,4,7,Normaal,133000
586,11443,2028,2028,0,1868,880,88,326,208,2,2,2005,2006,2006,3,8,5,NietAf,369900
587,10267,838,838,0,816,275,55,0,0,2,0,1918,2000,2008,5,6,7,Normaal,130000
588,8740,860,860,0,840,528,74,0,0,2,0,1982,1982,2009,7,5,6,Normaal,137000
589,25095,1473,1473,0,1437,452,65,0,0,1,2,1968,2003,2009,6,5,8,NietAf,143000
590,9100,935,779,0,742,308,50,0,0,2,0,1930,1960,2008,8,5,6,Normaal,79500
591,8320,1582,770,812,770,520,64,0,0,3,0,2004,2004,2008,9,7,5,Normaal,185900
592,13478,2296,1728,568,1722,842,97,382,420,3,1,2008,2008,2009,6,10,5,Normaal,451950
593,6600,816,816,0,816,816,60,0,0,2,0,1982,2003,2008,6,5,8,Normaal,138000
594,4435,848,848,0,848,420,NA,140,170,1,0,2003,2003,2009,5,6,5,Normaal,140000
595,7990,924,924,0,924,280,88,0,0,3,0,1975,1975,2008,4,5,6,Normaal,110000
596,11302,1826,1826,0,1814,758,69,180,238,3,1,2005,2006,2006,8,8,5,NietAf,319000
597,3600,1368,684,684,684,216,60,0,0,3,0,1910,1993,2006,10,6,7,Normaal,114504
598,3922,1402,1402,0,1258,648,53,120,72,2,1,2006,2007,2007,2,7,5,NietAf,194201
599,12984,1647,1647,0,1430,621,80,0,459,3,1,1977,1977,2006,3,5,6,Normaal,217500
600,1950,1556,716,840,716,452,24,161,0,3,1,1980,1980,2008,7,6,6,Normaal,151000
601,10927,1904,1058,846,1058,736,74,179,280,3,1,2005,2005,2006,6,8,5,Normaal,275000
602,9000,1375,780,595,780,544,50,0,0,3,1,1937,1950,2007,12,6,6,Normaal,141000
603,10041,1915,927,988,908,506,80,120,0,3,1,1992,1992,2006,2,8,5,Abnormaal,220000
604,3182,1200,600,600,600,480,30,0,0,2,0,2004,2005,2010,6,7,5,Normaal,151000
605,12803,1494,1494,0,1494,530,88,192,99,3,1,2002,2002,2008,9,7,5,Normaal,221000
606,13600,1986,1186,800,768,486,85,0,176,3,3,1965,1990,2009,10,7,6,Normaal,205000
607,12464,1040,1040,0,1040,576,82,168,0,3,0,1996,1996,2009,11,5,5,Normaal,152000
608,7800,2008,1112,896,896,230,78,103,0,3,0,1948,2002,2006,8,5,8,Normaal,225000
609,12168,3194,1940,1254,965,380,78,0,0,4,2,1934,1998,2007,9,8,6,Allocatie,359100
610,7943,1029,1029,0,1029,261,61,64,192,3,0,1961,1961,2007,4,4,5,Normaal,118500
611,11050,2153,1476,677,1440,736,NA,253,204,3,2,2000,2000,2009,5,9,5,Normaal,313000
612,10395,1032,1032,0,1032,564,NA,0,233,3,1,1978,1978,2007,7,6,6,Normaal,148000
613,11885,1872,1299,573,1299,531,NA,160,108,3,1,2001,2001,2009,11,8,5,Normaal,261500
614,8402,1120,1120,0,1120,0,70,0,0,3,0,2007,2007,2007,12,5,5,NietAf,147000
615,1491,630,630,0,630,0,21,96,0,1,0,1972,1972,2010,5,4,6,Normaal,75500
616,8800,1054,1054,0,936,480,80,120,156,3,0,1963,1963,2010,5,6,7,Abnormaal,137500
617,7861,1509,807,702,783,393,NA,100,0,3,1,2002,2003,2006,6,6,5,Normaal,183200
618,7227,832,832,0,832,528,59,0,0,2,0,1954,1954,2008,6,6,6,Normaal,105500
619,11694,1828,1828,0,1822,774,90,0,452,3,1,2007,2007,2007,7,9,5,NietAf,314813
620,12244,2262,1482,780,1482,749,85,168,226,4,2,2003,2003,2008,8,8,5,Normaal,305000
621,8248,864,864,0,864,0,45,0,0,2,0,1914,1950,2008,9,3,3,Normaal,67000
622,10800,2614,1548,1066,1522,624,90,38,0,4,1,1974,1997,2008,6,6,7,Normaal,240000
623,7064,980,980,0,980,484,71,192,153,3,0,1977,1977,2009,7,5,6,Normaal,135000
624,2117,1512,756,756,756,440,NA,0,513,2,1,2000,2000,2007,6,6,5,Normaal,168500
625,10400,1790,1012,778,732,484,80,148,288,4,1,1972,1972,2006,11,6,5,Normaal,165150
626,10000,1116,1116,0,1116,440,87,0,261,3,0,1962,1962,2010,2,6,6,Normaal,160000
627,12342,1422,1422,0,978,286,NA,0,0,3,1,1960,1978,2007,8,5,5,Normaal,139900
628,9600,1520,1520,0,1156,364,80,0,164,3,2,1955,1972,2010,3,6,6,Normaal,153000
629,11606,2080,1040,1040,1040,504,70,335,192,5,2,1969,1969,2007,9,5,5,Familie,135000
630,9020,1350,1350,0,1248,520,82,176,259,3,0,1964,1964,2008,6,6,5,Normaal,168500
631,9000,1750,1089,661,636,240,50,0,0,3,0,1880,1991,2006,6,5,6,Abnormaal,124000
632,4590,1554,1554,0,1554,627,34,156,108,2,1,2006,2006,2007,8,8,5,Normaal,209500
633,11900,1411,1411,0,1386,544,85,192,209,3,1,1977,1977,2009,4,7,5,Familie,82500
634,9250,1056,1056,0,1056,260,80,390,0,3,0,1954,2005,2007,7,5,7,Normaal,139400
635,6979,1056,1056,0,1056,576,64,264,0,0,0,1980,1980,2010,6,6,5,Normaal,144000
636,10896,3395,1440,1440,1440,0,60,0,0,8,0,1914,1995,2007,3,6,7,Abnormaal,200000
637,6120,800,800,0,264,0,51,0,0,1,1,1936,1950,2009,1,2,3,Normaal,60000
638,6000,1387,811,576,811,256,50,0,0,3,0,1954,1954,2009,11,5,4,Normaal,93000
639,8777,796,796,0,796,0,67,328,0,2,0,1910,1950,2008,5,5,7,Normaal,85000
640,3982,1567,1567,0,1520,648,53,312,0,1,1,2006,2006,2006,10,8,5,NietAf,264561
641,12677,1518,1518,0,1518,588,62,185,472,1,1,2003,2004,2008,4,8,5,Normaal,274000
642,7050,1929,1057,872,1057,650,NA,0,0,3,1,2001,2001,2007,5,7,5,Normaal,226000
643,13860,2704,2000,704,1952,538,75,269,0,4,3,1972,1995,2009,7,8,7,Normaal,345000
644,10793,1620,780,840,780,462,80,208,263,4,0,1969,1969,2007,4,5,5,Normaal,152000
645,9187,1766,1766,0,1766,478,85,195,162,2,1,2009,2009,2009,10,9,5,NietAf,370878
646,10530,981,981,0,981,576,NA,0,0,3,0,1971,1971,2007,3,6,5,Normaal,143250
647,7200,1048,1048,0,0,420,60,0,0,3,0,1950,1950,2008,7,5,5,Normaal,98300
648,10452,1094,1094,0,1094,495,85,0,216,3,2,1953,1953,2008,6,6,5,Normaal,155000
649,7700,1839,1051,788,756,442,70,0,351,4,1,1966,1966,2010,6,6,5,Normaal,155000
650,1936,630,630,0,630,0,21,0,0,1,0,1970,1970,2007,12,4,6,Normaal,84500
651,8125,1665,822,843,813,562,65,0,NA,3,0,2007,2007,2008,5,7,6,Normaal,205950
652,9084,1510,755,755,755,296,60,120,0,4,1,1940,1950,2009,10,4,5,Normaal,108000
653,8750,1716,909,807,880,512,70,0,0,2,1,1996,1996,2009,7,7,5,Normaal,191000
654,10320,1469,756,713,756,216,60,57,0,3,0,1906,1995,2008,6,6,7,Normaal,135000
655,10437,2113,2113,0,2109,839,91,236,660,2,1,1995,1995,2008,8,8,6,Normaal,350000
656,1680,1092,525,567,525,264,21,0,381,3,0,1971,1971,2010,3,6,5,Familie,88000
657,10007,1053,1053,0,1053,312,72,0,54,3,0,1959,2006,2008,8,5,7,Normaal,145500
658,7200,1502,851,651,776,270,60,0,0,3,1,1931,2000,2008,2,7,6,Normaal,149000
659,17503,1458,912,546,912,330,78,192,0,3,1,1948,1950,2010,1,6,5,Abnormaal,97500
660,9937,1486,1486,0,1486,480,75,0,0,3,0,1964,1999,2009,3,5,7,Normaal,167000
661,12384,1935,1142,793,793,550,NA,0,233,3,1,1976,1976,2007,11,7,7,Normaal,197900
662,46589,2448,1686,762,1629,711,52,517,528,4,1,1994,2005,2009,7,8,7,Normaal,402000
663,13560,1392,1392,0,1392,576,120,0,216,2,2,1968,1968,2009,7,6,3,Normaal,110000
664,10012,1181,1181,0,1138,588,90,0,0,3,0,1972,1972,2008,4,4,5,Normaal,137500
665,20896,2097,2097,0,2077,1134,49,192,0,1,1,2005,2006,2006,1,8,5,NietAf,423000
666,11194,1936,1454,482,1406,504,106,188,40,3,1,2000,2000,2006,11,8,5,Normaal,230500
667,18450,2380,1465,915,1021,596,NA,0,113,3,1,1965,1979,2007,8,6,5,Abnormaal,129000
668,8125,1679,1679,0,1408,575,65,224,258,3,1,1994,1998,2008,10,6,5,Normaal,193500
669,14175,1437,1437,0,1188,576,NA,304,0,3,1,1956,1987,2006,11,5,6,Normaal,168000
670,11600,1180,1180,0,700,252,80,0,0,2,1,1922,1950,2006,7,4,5,Normaal,137500
671,8633,1476,738,738,738,540,64,100,0,3,0,2005,2005,2009,2,6,5,Normaal,173500
672,6629,1369,697,672,672,300,54,147,0,3,0,1925,1950,2009,7,6,6,Normaal,103600
673,11250,1208,1208,0,1208,546,NA,198,0,3,1,1977,1977,2006,6,6,6,Normaal,165000
674,14442,1839,1839,0,1477,416,110,0,106,3,2,1957,2004,2007,6,6,7,Normaal,257500
675,9200,1136,1136,0,1136,384,80,426,0,3,1,1965,1965,2008,7,6,6,Normaal,140000
676,2289,1441,855,586,855,440,24,28,0,3,1,1978,1978,2009,4,6,6,Normaal,148500
677,9600,1774,1095,679,1095,779,60,0,0,4,0,1900,1950,2006,5,4,2,Normaal,87000
678,9022,792,792,0,768,240,52,316,0,2,0,1924,2006,2009,5,5,8,Normaal,109500
679,11844,2046,2046,0,2046,834,80,322,464,3,1,2008,2008,2009,7,8,5,NietAf,372500
680,9945,988,988,0,988,572,NA,0,57,3,0,1961,1961,2007,10,5,5,Normaal,128500
681,8012,923,923,0,923,264,50,80,0,2,1,1980,1980,2010,5,6,5,Normaal,143000
682,4500,1520,848,672,793,281,55,0,0,3,0,1932,2000,2009,7,5,5,Abnormaal,159434
683,2887,1291,1291,0,1291,431,NA,307,0,2,1,1996,1997,2008,11,6,5,Normaal,173000
684,11248,1668,1668,0,1626,702,90,257,215,3,1,2002,2002,2007,7,9,5,Normaal,285000
685,16770,1839,1195,644,1195,486,58,0,30,4,0,1998,1998,2010,6,7,5,Normaal,221000
686,5062,2090,1190,900,1190,577,NA,219,0,3,1,1984,1984,2007,9,7,5,Normaal,207500
687,10207,1761,874,887,874,578,84,144,0,3,0,2007,2007,2007,8,7,6,NietAf,227875
688,5105,1102,551,551,551,480,NA,0,0,2,0,2004,2004,2007,3,7,5,Normaal,148800
689,8089,1419,1419,0,1419,567,60,140,0,2,1,2007,2007,2007,10,8,6,NietAf,392000
690,7577,1362,1362,0,1362,460,61,192,256,2,1,2005,2006,2007,6,6,5,Normaal,194700
691,4426,848,848,0,848,420,NA,149,147,1,1,2004,2004,2008,5,6,5,Normaal,141000
692,21535,4316,2444,1872,2444,832,104,382,1170,4,2,1994,1995,2007,1,10,6,Normaal,755000
693,26178,2519,1238,1281,1210,628,42,320,293,4,2,1989,1990,2006,4,7,5,Normaal,335000
694,5400,1073,1073,0,1073,326,60,0,0,2,0,1921,1968,2006,12,5,6,Abnormaal,108480
695,6120,1539,1067,472,927,576,51,112,0,3,0,1936,1950,2009,4,5,6,Normaal,141500
696,13811,1137,1137,0,1112,551,54,125,72,2,1,1987,1987,2006,7,6,6,Normaal,176000
697,6000,616,616,0,616,205,50,0,0,2,0,1921,1950,2006,6,5,7,Normaal,89000
698,6420,1148,1148,0,980,308,57,0,0,2,0,1952,1952,2006,9,5,7,Normaal,123500
699,8450,894,894,0,894,336,65,416,0,3,1,1965,2009,2010,4,5,8,Normaal,138500
700,4282,1391,1391,0,1391,530,59,156,0,2,0,2004,2004,2008,7,7,5,Normaal,196000
701,14331,1800,1800,0,1800,765,85,270,630,3,1,2002,2002,2006,5,8,5,Normaal,312500
702,9600,1164,1164,0,1164,528,80,0,168,3,0,1969,1969,2006,7,7,5,Normaal,140000
703,12438,2576,1264,1312,1234,666,82,324,466,4,1,2006,2006,2006,7,8,5,NietAf,361919
704,7630,1812,1032,780,360,672,76,344,0,4,1,1900,1996,2010,5,5,9,Normaal,140000
705,8400,1484,1484,0,1473,606,70,0,109,3,0,2004,2005,2010,5,7,5,Normaal,213000
706,5600,1092,372,720,0,0,70,0,0,3,0,1930,1950,2010,7,4,5,Normaal,55000
707,115149,1824,1824,0,1643,739,NA,380,351,2,2,1971,2002,2007,6,7,5,Normaal,302000
708,6240,1324,1324,0,1324,550,48,192,176,2,1,2006,2006,2009,12,8,5,Normaal,254000
709,9018,1456,728,728,728,400,65,100,0,3,1,2007,2007,2007,7,7,5,NietAf,179540
710,7162,904,904,0,876,408,NA,0,41,3,0,1966,1966,2008,12,5,7,Abnormaal,109900
711,4130,729,729,0,270,0,56,0,0,2,0,1935,2003,2008,7,3,6,Normaal,52000
712,8712,1178,859,319,859,384,66,68,0,2,0,1900,1950,2010,1,4,7,Abnormaal,102776
713,4671,1228,1228,0,1228,472,40,168,0,2,1,1988,1989,2008,10,8,5,Normaal,189000
714,9873,960,960,0,960,576,60,0,160,3,0,1970,1970,2006,5,4,5,Normaal,129000
715,13517,1479,725,754,725,475,NA,0,289,3,0,1976,2005,2010,3,6,8,Normaal,130500
716,10140,1350,1350,0,1064,478,78,0,174,3,1,1974,1974,2009,8,6,5,Normaal,165000
717,10800,2554,1576,978,718,704,60,0,0,3,0,1890,1998,2007,7,7,8,Normaal,159500
718,10000,1178,1178,0,1176,439,80,224,0,3,1,1973,2000,2008,11,5,6,Normaal,157000
719,10542,2418,1325,1093,1311,983,96,250,651,3,1,1993,1994,2008,8,7,5,Normaal,341000
720,9920,971,971,0,971,300,69,0,0,3,1,1969,1969,2006,5,5,6,Normaal,128500
721,6563,1742,1742,0,1742,564,NA,114,0,2,1,1985,1985,2006,12,8,5,Normaal,275000
722,4426,848,848,0,848,420,NA,160,169,1,0,2004,2004,2010,5,6,5,Normaal,143000
723,8120,864,864,0,864,463,70,0,0,3,0,1970,1970,2009,7,4,7,Normaal,124500
724,8172,1470,997,473,941,548,60,0,0,4,0,1954,1972,2008,5,4,6,Normaal,135000
725,13286,1698,1698,0,1698,768,86,327,340,3,1,2007,2008,2009,2,9,5,Normaal,320000
726,6960,864,864,0,864,660,60,96,0,3,0,1970,1970,2009,11,4,6,Normaal,120500
727,21695,1680,1680,0,880,540,NA,292,260,3,1,1988,2007,2009,12,6,9,Normaal,222000
728,7314,1232,1232,0,1232,632,64,132,82,2,0,2007,2007,2009,2,7,5,Normaal,194500
729,11475,1776,1776,0,1584,888,85,0,95,4,0,1958,1958,2009,7,5,5,Abnormaal,110000
730,6240,1208,848,0,780,539,52,0,0,2,0,1925,1950,2009,1,4,5,Normaal,103000
731,5389,1616,1616,0,1595,608,39,237,0,2,1,1995,1996,2010,3,8,5,Normaal,236500
732,9590,1146,1146,0,868,438,73,160,442,3,1,2003,2003,2007,5,7,5,Normaal,187500
733,11404,2031,1153,878,1153,541,75,192,202,3,1,1998,1999,2008,7,7,5,Normaal,222500
734,10000,1144,1144,0,864,264,80,165,0,3,1,1961,1983,2009,3,5,6,Normaal,131400
735,8978,948,948,0,948,300,NA,147,0,3,0,1968,1968,2007,5,5,5,Familie,108000
736,10800,1768,880,888,880,320,60,0,0,2,2,1914,1970,2006,10,7,7,Normaal,163000
737,8544,1040,1040,0,0,400,60,0,0,2,0,1950,1950,2006,7,3,4,Normaal,93500
738,10463,1801,901,900,893,800,72,0,0,3,1,2005,2005,2006,6,8,5,Normaal,239900
739,10800,1200,1200,0,1200,0,60,120,0,3,0,1987,1988,2009,3,5,5,Allocatie,179000
740,9313,1728,864,864,864,572,65,187,0,3,0,2004,2004,2009,4,7,5,Normaal,190000
741,9600,1432,768,664,264,360,60,270,0,2,0,1910,2002,2007,5,5,7,Abnormaal,132000
742,6768,912,912,0,912,288,65,168,0,3,0,1961,1996,2008,5,6,8,Normaal,142000
743,8450,1349,1349,0,1349,539,65,120,108,3,0,2000,2001,2007,12,7,5,Normaal,179000
744,12886,1464,1464,0,520,480,70,302,0,3,1,1963,1999,2009,10,5,6,Normaal,175000
745,5395,1337,1337,0,1337,462,41,96,0,2,1,1993,1993,2008,10,8,5,Normaal,180000
746,8963,2715,1175,1540,1142,831,NA,0,289,4,2,1976,1996,2008,7,8,9,Normaal,299800
747,8795,2256,980,1276,952,554,NA,224,0,4,1,2000,2000,2009,4,7,5,Normaal,236000
748,11700,2640,1320,1320,1240,864,65,181,0,4,1,1880,2003,2009,5,7,7,Normaal,265979
749,10593,1720,1720,0,1720,527,59,240,338,3,1,1996,1996,2010,3,7,5,Normaal,260400
750,8405,1529,1088,441,0,240,50,92,0,4,0,1945,1950,2009,4,4,3,Normaal,98000
751,8800,1140,792,348,576,0,55,0,0,3,0,1910,2004,2010,6,4,7,Normaal,96500
752,7750,1320,660,660,660,400,NA,0,0,3,0,2003,2003,2007,8,7,5,Normaal,162000
753,9236,1494,1494,0,1479,576,79,168,0,3,0,1997,1997,2006,7,6,5,Normaal,217000
754,10240,2098,1038,1060,1030,878,80,192,178,3,1,2005,2005,2006,3,8,5,Normaal,275500
755,7930,1026,1026,0,1026,440,61,171,0,3,0,1969,2005,2009,7,6,8,Normaal,156000
756,3230,1471,742,729,729,440,34,0,894,3,0,1999,1999,2009,3,6,5,Normaal,172500
757,10769,1768,866,902,866,578,68,144,0,3,0,2007,2007,2009,4,8,5,Normaal,212000
758,11616,1386,672,714,672,440,NA,335,328,3,1,1978,1978,2010,4,6,5,Abnormaal,158900
759,2280,1501,757,744,744,440,24,0,360,3,0,1999,1999,2008,8,7,5,Normaal,179400
760,12257,2531,1328,1203,1318,752,65,222,513,4,1,1995,1995,2007,11,8,5,Normaal,290000
761,9100,864,864,0,864,300,70,0,0,2,0,1959,1959,2009,10,6,6,Normaal,127500
762,6911,1301,1301,0,1145,440,60,0,0,2,0,1924,1950,2009,10,5,5,Normaal,100000
763,8640,1547,764,783,756,614,72,169,0,3,0,2009,2009,2010,6,7,5,Normaal,215200
764,9430,2365,1268,1097,1252,856,82,0,673,3,1,1999,1999,2009,7,8,5,Normaal,337000
765,9549,1494,1494,0,1494,481,30,0,0,2,1,1995,1996,2006,4,8,5,Normaal,270000
766,14587,1506,1506,0,1498,592,75,0,284,2,1,2008,2008,2008,8,9,5,NietAf,264132
767,10421,1714,980,734,980,496,80,228,42,3,1,1988,1988,2010,3,7,5,Normaal,196500
768,12508,1750,983,767,983,423,75,245,0,4,0,1940,1985,2008,7,6,7,Normaal,160000
769,9100,1836,1836,0,1860,484,70,120,0,3,1,2004,2005,2006,10,7,5,Normaal,216837
770,53504,3279,1690,1589,1650,841,47,503,603,4,1,2003,2003,2010,6,8,5,Normaal,538000
771,7252,858,858,0,858,576,NA,120,0,2,0,1982,1982,2009,4,5,5,Normaal,134900
772,8877,1220,1220,0,836,396,67,0,0,2,0,1951,1951,2006,4,4,5,Normaal,102000
773,7819,1117,1117,0,1029,672,94,144,0,3,1,1976,1976,2010,3,6,5,Abnormaal,107000
774,10150,912,912,0,912,275,70,0,1,2,0,1958,1958,2007,7,5,5,Normaal,114500
775,14226,1973,1973,0,1935,895,110,315,375,3,1,2006,2006,2007,7,8,5,NietAf,395000
776,4500,1204,1204,0,1204,412,32,0,320,2,0,1998,1998,2009,6,6,5,Normaal,162000
777,11210,1614,1614,0,1614,865,86,144,240,3,0,2005,2006,2006,7,7,5,NietAf,221500
778,13350,894,894,0,864,440,100,241,0,3,1,1974,1974,2006,6,5,5,Normaal,142500
779,8400,2020,2020,0,0,630,60,0,320,4,2,1977,1977,2007,10,5,5,Normaal,144000
780,10530,1004,1004,0,975,504,78,0,90,2,0,1977,1977,2006,5,6,5,Normaal,135000
781,7875,1253,1253,0,1237,402,63,220,38,3,1,1995,1996,2007,6,7,5,Normaal,176000
782,7153,1603,810,793,761,484,65,0,0,3,0,1992,1992,2006,7,6,5,Normaal,175900
783,16285,1430,1430,0,1413,605,67,0,0,3,0,2001,2002,2009,6,7,5,Normaal,187100
784,9101,1110,1110,0,1097,602,NA,303,104,1,1,1978,1978,2009,7,5,6,Normaal,165500
785,6300,1484,742,742,742,0,35,0,0,3,1,1914,2001,2008,6,6,6,Normaal,128000
786,9790,1342,1342,0,1372,457,NA,0,0,3,1,1967,1967,2009,9,6,5,Normaal,161500
787,10800,1652,966,686,686,416,60,0,0,4,0,1915,1950,2010,6,5,6,Normaal,139000
788,10142,2084,956,1128,956,618,76,0,0,4,0,2004,2004,2010,1,7,5,Normaal,233000
789,6000,901,901,0,901,281,50,0,0,2,0,1954,2000,2008,8,4,7,Normaal,107900
790,12205,2087,976,1111,832,444,NA,133,157,5,0,1966,2007,2007,7,6,8,Normaal,187500
791,3182,1145,1145,0,1145,397,43,100,11,2,1,2005,2006,2009,9,7,5,Normaal,160200
792,11333,1062,1062,0,1029,539,NA,120,0,3,2,1976,1976,2007,5,6,5,Normaal,146800
793,9920,2013,1127,886,1117,455,92,180,0,3,1,1996,1997,2007,6,7,5,Normaal,269790
794,9158,1496,1496,0,1496,474,76,168,140,3,0,2007,2007,2007,6,8,5,NietAf,225000
795,10832,1895,1086,809,712,409,NA,143,0,3,1,1994,1996,2008,10,7,5,Normaal,194500
796,8400,1564,888,676,650,476,70,0,130,3,1,1980,1981,2010,4,6,6,Normaal,171000
797,8197,1285,1285,0,660,528,71,138,148,3,1,1977,1977,2007,4,6,5,Normaal,143500
798,7677,773,773,0,773,240,57,0,0,2,0,1953,1953,2008,4,5,5,Abnormaal,110000
799,13518,3140,1966,1174,1926,820,104,144,860,4,2,2008,2009,2009,7,9,5,NietAf,485000
800,7200,1768,981,787,731,240,60,0,252,3,2,1937,1950,2007,6,5,7,Normaal,175000
801,12798,1688,616,1072,616,603,79,403,0,4,0,1997,1997,2008,5,6,5,Normaal,200000
802,4800,1196,1196,0,1196,440,40,0,0,2,0,1916,1990,2007,7,4,7,Normaal,109900
803,8199,1456,728,728,728,410,63,36,0,3,1,2005,2005,2008,10,7,5,Normaal,189000
804,13891,2822,1734,1088,1734,1020,107,52,424,4,1,2008,2009,2009,1,9,5,NietAf,582933
805,9000,1128,1128,0,936,286,75,0,0,2,0,1954,1954,2006,6,5,5,Familie,118000
806,12274,1428,1428,0,1417,554,91,0,256,3,0,2008,2008,2008,7,7,5,NietAf,227680
807,9750,980,980,0,980,384,75,68,0,3,0,1967,1967,2006,10,5,5,Normaal,135500
808,21384,1576,1072,504,1324,528,144,0,0,3,1,1923,2004,2009,5,5,6,Normaal,223500
809,13400,1086,1086,0,1024,484,85,0,1047,3,1,1966,1966,2006,6,5,5,Normaal,159950
810,8100,2138,1075,1063,849,360,90,40,0,2,0,1898,1965,2009,11,5,5,Normaal,106000
811,10140,1309,1309,0,1040,484,78,265,99,3,1,1974,1999,2006,1,6,6,Normaal,181000
812,4438,848,848,0,848,420,NA,140,169,1,1,2004,2004,2008,6,6,5,Normaal,144500
813,8712,1044,1044,0,540,504,66,0,0,2,0,1952,1952,2010,6,5,5,Allocatie,55993
814,9750,1442,1442,0,1442,301,75,0,243,4,0,1958,1958,2007,4,6,6,Normaal,157900
815,8248,1250,686,564,686,280,45,207,0,3,0,1918,1950,2006,7,5,7,Normaal,116000
816,12137,1661,1661,0,1649,598,48,0,442,3,0,1998,1998,2010,5,7,5,Normaal,224900
817,11425,1008,1008,0,1008,275,NA,0,0,2,1,1954,1954,2006,7,5,6,Normaal,137000
818,13265,1689,1689,0,1568,857,NA,150,148,3,2,2002,2002,2008,7,8,5,Normaal,271000
819,8816,1052,1052,0,1010,440,80,0,80,3,0,1971,1971,2010,6,6,7,Normaal,155000
820,6371,1358,1358,0,1358,484,44,192,128,2,1,2009,2010,2010,6,7,5,NietAf,224000
821,7226,1640,798,842,798,595,72,0,0,3,0,2003,2003,2008,6,7,5,Normaal,183000
822,6000,936,936,0,936,576,60,0,0,2,0,1953,1953,2009,2,4,4,Normaal,93000
